Run,Climate,System,Parametric,Heating [kBtuh]_92,Cooling [kBtuh]_92,Fan [kBtuh]_92,Heat [kW]_92,Cool [kW]_92,Fan [kW]_92,Demand [kW]_92,Heating [kBtuh]_95,Cooling [kBtuh]_95,Fan [kBtuh]_95,Heat [kW]_95,Cool [kW]_95,Fan [kW]_95,Demand [kW]_95,U,SHGC,Demand%Diff
35,4A,Gas,BWI+gasfurnace+slab+IECC_2018_para00035Table.csv,0,8.97,1.59,0,2.6,0.46587,3.06587,0,8.96,1.59,0,2.62528,0.46587,3.09115,1.1,0.7,0.824562033
36,4A,Gas,BWI+gasfurnace+slab+IECC_2018_para00036Table.csv,0,9.76,1.76,0,2.9,0.51568,3.41568,0,9.68,1.74,0,2.83624,0.50982,3.34606,1.1,0.85,-2.038247143
1,5A,Elec,ORD+elecres+slab+1990_para00001Table.csv,63.27,0,4.27,18.54,0,1.25111,19.79111,63.27,0,4.27,18.54,0,1.25111,19.79111,0.1,0.1,0
2,5A,Elec,ORD+elecres+slab+1990_para00002Table.csv,63.27,0,1.89,18.54,0,0.55377,19.09377,63.27,0,1.89,18.54,0,0.55377,19.09377,0.1,0.25,0
3,5A,Elec,ORD+elecres+slab+1990_para00003Table.csv,63.27,0,1.89,18.54,0,0.55377,19.09377,63.27,0,1.94,18.54,0,0.56842,19.10842,0.1,0.4,0.076726597
4,5A,Elec,ORD+elecres+slab+1990_para00004Table.csv,63.27,0,2.1,18.54,0,0.6153,19.1553,63.27,0,2.2,18.54,0,0.6446,19.1846,0.1,0.55,0.152960277
5,5A,Elec,ORD+elecres+slab+1990_para00005Table.csv,63.27,0,2.39,18.54,0,0.70027,19.24027,63.27,0,2.46,18.54,0,0.72078,19.26078,0.1,0.7,0.106599336
6,5A,Elec,ORD+elecres+slab+1990_para00006Table.csv,63.27,0,2.74,18.54,0,0.80282,19.34282,63.27,0,2.71,18.54,0,0.79403,19.33403,0.1,0.85,-0.045443219
7,5A,Elec,ORD+elecres+slab+1990_para00007Table.csv,67.17,0,2.01,19.68,0,0.58893,20.26893,67.17,0,2.01,19.68,0,0.58893,20.26893,0.3,0.1,0
8,5A,Elec,ORD+elecres+slab+1990_para00008Table.csv,67.17,0,0,19.68,0,0,19.68,67.17,0,0,19.68,0,0,19.68,0.3,0.25,0
9,5A,Elec,ORD+elecres+slab+1990_para00009Table.csv,67.17,0,2.01,19.68,0,0.58893,20.26893,67.17,0,2.01,19.68,0,0.58893,20.26893,0.3,0.4,0
10,5A,Elec,ORD+elecres+slab+1990_para00010Table.csv,67.17,0,2.14,19.68,0,0.62702,20.30702,67.17,0,2.23,19.68,0,0.65339,20.33339,0.3,0.55,0.129856572
11,5A,Elec,ORD+elecres+slab+1990_para00011Table.csv,67.18,0,2.42,19.68,0,0.70906,20.38906,67.18,0,2.48,19.68,0,0.72664,20.40664,0.3,0.7,0.08622271
12,5A,Elec,ORD+elecres+slab+1990_para00012Table.csv,67.18,0,2.77,19.68,0,0.81161,20.49161,67.18,0,2.73,19.68,0,0.79989,20.47989,0.3,0.85,-0.057194139
13,5A,Elec,ORD+elecres+slab+1990_para00013Table.csv,70.6,0,2.12,20.69,0,0.62116,21.31116,70.6,0,2.12,20.69,0,0.62116,21.31116,0.5,0.1,0
14,5A,Elec,ORD+elecres+slab+1990_para00014Table.csv,70.6,0,2.12,20.69,0,0.62116,21.31116,70.6,0,2.12,20.69,0,0.62116,21.31116,0.5,0.25,0
15,5A,Elec,ORD+elecres+slab+1990_para00015Table.csv,70.6,0,2.12,20.69,0,0.62116,21.31116,70.61,0,2.12,20.69,0,0.62116,21.31116,0.5,0.4,0
16,5A,Elec,ORD+elecres+slab+1990_para00016Table.csv,70.61,0,2.17,20.69,0,0.63581,21.32581,70.61,0,2.26,20.69,0,0.66218,21.35218,0.5,0.55,0.123652982
17,5A,Elec,ORD+elecres+slab+1990_para00017Table.csv,70.61,0,2.46,20.69,0,0.72078,21.41078,70.61,0,2.51,20.69,0,0.73543,21.42543,0.5,0.7,0.068423476
18,5A,Elec,ORD+elecres+slab+1990_para00018Table.csv,70.61,0,2.8,20.69,0,0.8204,21.5104,70.61,0,2.75,20.69,0,0.80575,21.49575,0.5,0.85,-0.06810659
19,5A,Elec,ORD+elecres+slab+1990_para00019Table.csv,73.64,0,2.22,21.58,0,0.65046,22.23046,73.64,0,2.22,21.58,0,0.65046,22.23046,0.7,0.1,0
20,5A,Elec,ORD+elecres+slab+1990_para00020Table.csv,73.64,0,2.22,21.58,0,0.65046,22.23046,73.64,0,2.22,21.58,0,0.65046,22.23046,0.7,0.25,0
21,5A,Elec,ORD+elecres+slab+1990_para00021Table.csv,73.64,0,2.22,21.58,0,0.65046,22.23046,73.64,0,2.22,21.58,0,0.65046,22.23046,0.7,0.4,0
22,5A,Elec,ORD+elecres+slab+1990_para00022Table.csv,73.64,0,2.26,21.58,0,0.66218,22.24218,73.64,0,2.33,21.58,0,0.68269,22.26269,0.7,0.55,0.092212184
23,5A,Elec,ORD+elecres+slab+1990_para00023Table.csv,73.64,0,2.53,21.58,0,0.74129,22.32129,73.64,0,2.57,21.58,0,0.75301,22.33301,0.7,0.7,0.052505926
24,5A,Elec,ORD+elecres+slab+1990_para00024Table.csv,73.64,0,2.84,21.58,0,0.83212,22.41212,73.64,0,2.81,21.58,0,0.82333,22.40333,0.7,0.85,-0.039219851
25,5A,Elec,ORD+elecres+slab+1990_para00025Table.csv,76.33,0,2.31,22.36,0,0.67683,23.03683,76.33,0,2.31,22.36,0,0.67683,23.03683,0.9,0.1,0
26,5A,Elec,ORD+elecres+slab+1990_para00026Table.csv,76.33,0,2.31,22.36,0,0.67683,23.03683,76.33,0,2.31,22.36,0,0.67683,23.03683,0.9,0.25,0
27,5A,Elec,ORD+elecres+slab+1990_para00027Table.csv,76.33,0,2.31,22.36,0,0.67683,23.03683,76.33,0,2.31,22.36,0,0.67683,23.03683,0.9,0.4,0
28,5A,Elec,ORD+elecres+slab+1990_para00028Table.csv,76.33,0,2.38,22.36,0,0.69734,23.05734,76.33,0,2.4,22.36,0,0.7032,23.0632,0.9,0.55,0.0254149
29,5A,Elec,ORD+elecres+slab+1990_para00029Table.csv,76.33,0,2.61,22.36,0,0.76473,23.12473,76.33,0,2.63,22.36,0,0.77059,23.13059,0.9,0.7,0.025340836
30,5A,Elec,ORD+elecres+slab+1990_para00030Table.csv,76.33,0,2.88,22.36,0,0.84384,23.20384,76.33,0,2.86,22.36,0,0.83798,23.19798,0.9,0.85,-0.025254441
31,5A,Elec,ORD+elecres+slab+1990_para00031Table.csv,77.91,0,2.36,22.83,0,0.69148,23.52148,77.91,0,2.36,22.83,0,0.69148,23.52148,1.1,0.1,0
32,5A,Elec,ORD+elecres+slab+1990_para00032Table.csv,77.91,0,2.36,22.83,0,0.69148,23.52148,77.91,0,2.36,22.83,0,0.69148,23.52148,1.1,0.25,0
33,5A,Elec,ORD+elecres+slab+1990_para00033Table.csv,77.91,0,2.36,22.83,0,0.69148,23.52148,77.91,0,2.36,22.83,0,0.69148,23.52148,1.1,0.4,0
34,5A,Elec,ORD+elecres+slab+1990_para00034Table.csv,77.91,0,2.43,22.83,0,0.71199,23.54199,77.91,0,2.42,22.83,0,0.70906,23.53906,1.1,0.55,-0.012445847
35,5A,Elec,ORD+elecres+slab+1990_para00035Table.csv,77.91,0,2.66,22.83,0,0.77938,23.60938,77.91,0,2.65,22.83,0,0.77645,23.60645,1.1,0.7,-0.012410322
36,5A,Elec,ORD+elecres+slab+1990_para00036Table.csv,77.91,0,2.91,22.83,0,0.85263,23.68263,77.91,0,2.87,22.83,0,0.84091,23.67091,1.1,0.85,-0.049487747
1,5A,Elec,ORD+elecres+slab+IECC_2006_para00001Table.csv,45.85,0,4.27,13.43,0,1.25111,14.68111,45.84,0,4.27,13.43,0,1.25111,14.68111,0.1,0.1,0
2,5A,Elec,ORD+elecres+slab+IECC_2006_para00002Table.csv,45.76,0,1.33,13.41,0,0.38969,13.79969,45.75,0,1.33,13.4,0,0.38969,13.78969,0.1,0.25,-0.072465396
3,5A,Elec,ORD+elecres+slab+IECC_2006_para00003Table.csv,45.75,0,1.39,13.4,0,0.40727,13.80727,45.67,0,1.46,13.38,0,0.42778,13.80778,0.1,0.4,0.003693706
4,5A,Elec,ORD+elecres+slab+IECC_2006_para00004Table.csv,45.44,0,1.62,13.31,0,0.47466,13.78466,45.33,0,1.7,13.28,0,0.4981,13.7781,0.1,0.55,-0.047589132
5,5A,Elec,ORD+elecres+slab+IECC_2006_para00005Table.csv,45.08,0,1.88,13.21,0,0.55084,13.76084,45.01,0,1.94,13.19,0,0.56842,13.75842,0.1,0.7,-0.017586136
6,5A,Elec,ORD+elecres+slab+IECC_2006_para00006Table.csv,47.28,0,2.32,13.85,0,0.67976,14.52976,47.28,0,2.29,13.85,0,0.67097,14.52097,0.1,0.85,-0.060496526
7,5A,Elec,ORD+elecres+slab+IECC_2006_para00007Table.csv,49.88,0,1.46,14.61,0,0.42778,15.03778,49.88,0,1.46,14.61,0,0.42778,15.03778,0.3,0.1,0
8,5A,Elec,ORD+elecres+slab+IECC_2006_para00008Table.csv,49.83,0,0,14.6,0,0,14.6,49.82,0,0,14.6,0,0,14.6,0.3,0.25,0
9,5A,Elec,ORD+elecres+slab+IECC_2006_para00009Table.csv,49.77,0,1.46,14.58,0,0.42778,15.00778,49.72,0,1.5,14.57,0,0.4395,15.0095,0.3,0.4,0.011460722
10,5A,Elec,ORD+elecres+slab+IECC_2006_para00010Table.csv,49.5,0,1.66,14.5,0,0.48638,14.98638,49.41,0,1.74,14.48,0,0.50982,14.98982,0.3,0.55,0.022954176
11,5A,Elec,ORD+elecres+slab+IECC_2006_para00011Table.csv,49.16,0,1.92,14.4,0,0.56256,14.96256,49.1,0,1.97,14.39,0,0.57721,14.96721,0.3,0.7,0.03107757
12,5A,Elec,ORD+elecres+slab+IECC_2006_para00012Table.csv,48.76,0,2.23,14.29,0,0.65339,14.94339,48.79,0,2.2,14.3,0,0.6446,14.9446,0.3,0.85,0.008097226
13,5A,Elec,ORD+elecres+slab+IECC_2006_para00013Table.csv,53.55,0,1.58,15.69,0,0.46294,16.15294,53.54,0,1.58,15.69,0,0.46294,16.15294,0.5,0.1,0
14,5A,Elec,ORD+elecres+slab+IECC_2006_para00014Table.csv,53.49,0,1.58,15.67,0,0.46294,16.13294,53.49,0,1.58,15.67,0,0.46294,16.13294,0.5,0.25,0
15,5A,Elec,ORD+elecres+slab+IECC_2006_para00015Table.csv,53.45,0,1.57,15.66,0,0.46001,16.12001,53.44,0,1.57,15.66,0,0.46001,16.12001,0.5,0.4,0
16,5A,Elec,ORD+elecres+slab+IECC_2006_para00016Table.csv,53.25,0,1.71,15.6,0,0.50103,16.10103,53.17,0,1.78,15.58,0,0.52154,16.10154,0.5,0.55,0.003167499
17,5A,Elec,ORD+elecres+slab+IECC_2006_para00017Table.csv,52.91,0,1.97,15.5,0,0.57721,16.07721,52.87,0,2.01,15.49,0,0.58893,16.07893,0.5,0.7,0.010698374
18,5A,Elec,ORD+elecres+slab+IECC_2006_para00018Table.csv,52.53,0,2.28,15.39,0,0.66804,16.05804,52.58,0,2.24,15.41,0,0.65632,16.06632,0.5,0.85,0.051562955
19,5A,Elec,ORD+elecres+slab+IECC_2006_para00019Table.csv,56.94,0,1.69,16.68,0,0.49517,17.17517,56.94,0,1.69,16.68,0,0.49517,17.17517,0.7,0.1,0
20,5A,Elec,ORD+elecres+slab+IECC_2006_para00020Table.csv,56.9,0,1.68,16.67,0,0.49224,17.16224,56.89,0,1.68,16.67,0,0.49224,17.16224,0.7,0.25,0
21,5A,Elec,ORD+elecres+slab+IECC_2006_para00021Table.csv,56.85,0,1.68,16.66,0,0.49224,17.15224,56.84,0,1.68,16.65,0,0.49224,17.14224,0.7,0.4,-0.058301423
22,5A,Elec,ORD+elecres+slab+IECC_2006_para00022Table.csv,56.67,0,1.8,16.6,0,0.5274,17.1274,56.61,0,1.86,16.59,0,0.54498,17.13498,0.7,0.55,0.044256571
23,5A,Elec,ORD+elecres+slab+IECC_2006_para00023Table.csv,56.35,0,2.06,16.51,0,0.60358,17.11358,56.31,0,2.09,16.5,0,0.61237,17.11237,0.7,0.7,-0.007070408
24,5A,Elec,ORD+elecres+slab+IECC_2006_para00024Table.csv,55.99,0,2.35,16.41,0,0.68855,17.09855,56.02,0,2.31,16.41,0,0.67683,17.08683,0.7,0.85,-0.068543824
25,5A,Elec,ORD+elecres+slab+IECC_2006_para00025Table.csv,60.08,0,1.79,17.6,0,0.52447,18.12447,60.08,0,1.79,17.6,0,0.52447,18.12447,0.9,0.1,0
26,5A,Elec,ORD+elecres+slab+IECC_2006_para00026Table.csv,60.04,0,1.79,17.59,0,0.52447,18.11447,60.04,0,1.79,17.59,0,0.52447,18.11447,0.9,0.25,0
27,5A,Elec,ORD+elecres+slab+IECC_2006_para00027Table.csv,60,0,1.78,17.58,0,0.52154,18.10154,60,0,1.78,17.58,0,0.52154,18.10154,0.9,0.4,0
28,5A,Elec,ORD+elecres+slab+IECC_2006_para00028Table.csv,59.8,0,1.92,17.52,0,0.56256,18.08256,59.78,0,1.94,17.52,0,0.56842,18.08842,0.9,0.55,0.032406916
29,5A,Elec,ORD+elecres+slab+IECC_2006_para00029Table.csv,59.5,0,2.15,17.43,0,0.62995,18.05995,59.48,0,2.17,17.43,0,0.63581,18.06581,0.9,0.7,0.032447487
30,5A,Elec,ORD+elecres+slab+IECC_2006_para00030Table.csv,59.18,0,2.41,17.34,0,0.70613,18.04613,59.2,0,2.39,17.35,0,0.70027,18.05027,0.9,0.85,0.022941207
31,5A,Elec,ORD+elecres+slab+IECC_2006_para00031Table.csv,61.97,0,1.85,18.16,0,0.54205,18.70205,61.97,0,1.85,18.16,0,0.54205,18.70205,1.1,0.1,0
32,5A,Elec,ORD+elecres+slab+IECC_2006_para00032Table.csv,61.93,0,1.85,18.15,0,0.54205,18.69205,61.93,0,1.85,18.15,0,0.54205,18.69205,1.1,0.25,0
33,5A,Elec,ORD+elecres+slab+IECC_2006_para00033Table.csv,61.89,0,1.84,18.13,0,0.53912,18.66912,61.89,0,1.84,18.13,0,0.53912,18.66912,1.1,0.4,0
34,5A,Elec,ORD+elecres+slab+IECC_2006_para00034Table.csv,61.7,0,1.99,18.08,0,0.58307,18.66307,61.7,0,1.98,18.08,0,0.58014,18.66014,1.1,0.55,-0.015699454
35,5A,Elec,ORD+elecres+slab+IECC_2006_para00035Table.csv,61.41,0,2.21,17.99,0,0.64753,18.63753,61.41,0,2.21,17.99,0,0.64753,18.63753,1.1,0.7,0
36,5A,Elec,ORD+elecres+slab+IECC_2006_para00036Table.csv,61.11,0,2.45,17.91,0,0.71785,18.62785,61.14,0,2.42,17.91,0,0.70906,18.61906,1.1,0.85,-0.04718741
1,5A,Elec,ORD+elecres+slab+IECC_2018_para00001Table.csv,27.72,0,2.64,8.12,0,0.77352,8.89352,27.72,0,2.64,8.12,0,0.77352,8.89352,0.1,0.1,0
2,5A,Elec,ORD+elecres+slab+IECC_2018_para00002Table.csv,27.55,0,0.93,8.07,0,0.27249,8.34249,27.53,0,0.95,8.07,0,0.27835,8.34835,0.1,0.25,0.070242817
3,5A,Elec,ORD+elecres+slab+IECC_2018_para00003Table.csv,27.37,0,1.11,8.02,0,0.32523,8.34523,27.31,0,1.16,8,0,0.33988,8.33988,0.1,0.4,-0.064108479
4,5A,Elec,ORD+elecres+slab+IECC_2018_para00004Table.csv,27.16,0,1.31,7.96,0,0.38383,8.34383,27.09,0,1.38,7.94,0,0.40434,8.34434,0.1,0.55,0.006112301
5,5A,Elec,ORD+elecres+slab+IECC_2018_para00005Table.csv,26.92,0,1.55,7.89,0,0.45415,8.34415,26.87,0,1.59,7.87,0,0.46587,8.33587,0.1,0.7,-0.099231198
6,5A,Elec,ORD+elecres+slab+IECC_2018_para00006Table.csv,26.64,0,1.82,7.81,0,0.53326,8.34326,26.66,0,1.8,7.81,0,0.5274,8.3374,0.1,0.85,-0.070236334
7,5A,Elec,ORD+elecres+slab+IECC_2018_para00007Table.csv,31.94,0,0.89,9.36,0,0.26077,9.62077,31.94,0,0.89,9.36,0,0.26077,9.62077,0.3,0.1,0
8,5A,Elec,ORD+elecres+slab+IECC_2018_para00008Table.csv,31.85,0,0,9.33,0,0,9.33,31.83,0,0,9.33,0,0,9.33,0.3,0.25,0
9,5A,Elec,ORD+elecres+slab+IECC_2018_para00009Table.csv,31.66,0,1.17,9.28,0,0.34281,9.62281,31.61,0,1.22,9.26,0,0.35746,9.61746,0.3,0.4,-0.055597066
10,5A,Elec,ORD+elecres+slab+IECC_2018_para00010Table.csv,31.45,0,1.37,9.21,0,0.40141,9.61141,31.38,0,1.44,9.19,0,0.42192,9.61192,0.3,0.55,0.005306193
11,5A,Elec,ORD+elecres+slab+IECC_2018_para00011Table.csv,31.21,0,1.62,9.14,0,0.47466,9.61466,31.16,0,1.66,9.13,0,0.48638,9.61638,0.3,0.7,0.017889348
12,5A,Elec,ORD+elecres+slab+IECC_2018_para00012Table.csv,30.92,0,1.9,9.06,0,0.5567,9.6167,30.95,0,1.87,9.07,0,0.54791,9.61791,0.3,0.85,0.012582279
13,5A,Elec,ORD+elecres+slab+IECC_2018_para00013Table.csv,35.77,0,1.01,10.48,0,0.29593,10.77593,35.77,0,1.01,10.48,0,0.29593,10.77593,0.5,0.1,0
14,5A,Elec,ORD+elecres+slab+IECC_2018_para00014Table.csv,35.75,0,1.04,10.47,0,0.30472,10.77472,35.73,0,1.06,10.47,0,0.31058,10.78058,0.5,0.25,0.054386564
15,5A,Elec,ORD+elecres+slab+IECC_2018_para00015Table.csv,35.56,0,1.22,10.42,0,0.35746,10.77746,35.5,0,1.28,10.4,0,0.37504,10.77504,0.5,0.4,-0.02245427
16,5A,Elec,ORD+elecres+slab+IECC_2018_para00016Table.csv,35.34,0,1.44,10.35,0,0.42192,10.77192,35.28,0,1.5,10.34,0,0.4395,10.7795,0.5,0.55,0.070368142
17,5A,Elec,ORD+elecres+slab+IECC_2018_para00017Table.csv,35.09,0,1.69,10.28,0,0.49517,10.77517,35.06,0,1.72,10.27,0,0.50396,10.77396,0.5,0.7,-0.011229521
18,5A,Elec,ORD+elecres+slab+IECC_2018_para00018Table.csv,34.8,0,1.97,10.2,0,0.57721,10.77721,34.84,0,1.94,10.21,0,0.56842,10.77842,0.5,0.85,0.011227396
19,5A,Elec,ORD+elecres+slab+IECC_2018_para00019Table.csv,39.25,0,1.12,11.5,0,0.32816,11.82816,39.25,0,1.12,11.5,0,0.32816,11.82816,0.7,0.1,0
20,5A,Elec,ORD+elecres+slab+IECC_2018_para00020Table.csv,39.25,0,1.12,11.5,0,0.32816,11.82816,39.24,0,1.13,11.5,0,0.33109,11.83109,0.7,0.25,0.024771393
21,5A,Elec,ORD+elecres+slab+IECC_2018_para00021Table.csv,39.06,0,1.31,11.44,0,0.38383,11.82383,39.01,0,1.36,11.43,0,0.39848,11.82848,0.7,0.4,0.039327358
22,5A,Elec,ORD+elecres+slab+IECC_2018_para00022Table.csv,38.83,0,1.54,11.38,0,0.45122,11.83122,38.78,0,1.59,11.36,0,0.46587,11.82587,0.7,0.55,-0.045219343
23,5A,Elec,ORD+elecres+slab+IECC_2018_para00023Table.csv,38.59,0,1.78,11.31,0,0.52154,11.83154,38.56,0,1.81,11.3,0,0.53033,11.83033,0.7,0.7,-0.010226902
24,5A,Elec,ORD+elecres+slab+IECC_2018_para00024Table.csv,38.31,0,2.05,11.22,0,0.60065,11.82065,38.34,0,2.02,11.23,0,0.59186,11.82186,0.7,0.85,0.010236324
25,5A,Elec,ORD+elecres+slab+IECC_2018_para00025Table.csv,42.41,0,1.22,12.43,0,0.35746,12.78746,42.41,0,1.22,12.43,0,0.35746,12.78746,0.9,0.1,0
26,5A,Elec,ORD+elecres+slab+IECC_2018_para00026Table.csv,42.41,0,1.22,12.43,0,0.35746,12.78746,42.41,0,1.22,12.43,0,0.35746,12.78746,0.9,0.25,0
27,5A,Elec,ORD+elecres+slab+IECC_2018_para00027Table.csv,42.22,0,1.41,12.37,0,0.41313,12.78313,42.18,0,1.45,12.36,0,0.42485,12.78485,0.9,0.4,0.013455234
28,5A,Elec,ORD+elecres+slab+IECC_2018_para00028Table.csv,41.97,0,1.66,12.3,0,0.48638,12.78638,41.95,0,1.67,12.29,0,0.48931,12.77931,0.9,0.55,-0.05529321
29,5A,Elec,ORD+elecres+slab+IECC_2018_para00029Table.csv,41.75,0,1.88,12.23,0,0.55084,12.78084,41.73,0,1.9,12.23,0,0.5567,12.7867,0.9,0.7,0.045849882
30,5A,Elec,ORD+elecres+slab+IECC_2018_para00030Table.csv,41.5,0,2.12,12.16,0,0.62116,12.78116,41.52,0,2.1,12.17,0,0.6153,12.7853,0.9,0.85,0.032391426
31,5A,Elec,ORD+elecres+slab+IECC_2018_para00031Table.csv,44.29,0,1.28,12.98,0,0.37504,13.35504,44.29,0,1.28,12.98,0,0.37504,13.35504,1.1,0.1,0
32,5A,Elec,ORD+elecres+slab+IECC_2018_para00032Table.csv,44.29,0,1.28,12.98,0,0.37504,13.35504,44.29,0,1.28,12.98,0,0.37504,13.35504,1.1,0.25,0
33,5A,Elec,ORD+elecres+slab+IECC_2018_para00033Table.csv,44.11,0,1.46,12.92,0,0.42778,13.34778,44.08,0,1.49,12.92,0,0.43657,13.35657,1.1,0.4,0.065853648
34,5A,Elec,ORD+elecres+slab+IECC_2018_para00034Table.csv,43.84,0,1.72,12.85,0,0.50396,13.35396,43.85,0,1.72,12.85,0,0.50396,13.35396,1.1,0.55,0
35,5A,Elec,ORD+elecres+slab+IECC_2018_para00035Table.csv,43.63,0,1.94,12.78,0,0.56842,13.34842,43.63,0,1.93,12.78,0,0.56549,13.34549,1.1,0.7,-0.021950163
36,5A,Elec,ORD+elecres+slab+IECC_2018_para00036Table.csv,43.4,0,2.16,12.72,0,0.63288,13.35288,43.43,0,2.13,12.72,0,0.62409,13.34409,1.1,0.85,-0.065828495
1,5A,Gas,ORD+gasfurnace+slab+1990_para00001Table.csv,0,7.63,3.79,0,2.2,1.11047,3.31047,0,7.68,3.79,0,2.3,1.11047,3.41047,0.1,0.1,3.020719112
2,5A,Gas,ORD+gasfurnace+slab+1990_para00002Table.csv,0,9.06,1.85,0,2.7,0.54205,3.24205,0,9.18,1.86,0,2.7,0.54498,3.24498,0.1,0.25,0.090374917
3,5A,Gas,ORD+gasfurnace+slab+1990_para00003Table.csv,0,8.67,1.83,0,2.5,0.53619,3.03619,0,8.82,1.87,0,2.6,0.54791,3.14791,0.1,0.4,3.679611619
4,5A,Gas,ORD+gasfurnace+slab+1990_para00004Table.csv,0,10.28,2.18,0,3,0.63874,3.63874,0,10.65,2.26,0,3.1,0.66218,3.76218,0.1,0.55,3.392383078
5,5A,Gas,ORD+gasfurnace+slab+1990_para00005Table.csv,0,11.28,2.46,0,3.3,0.72078,4.02078,0,11.55,2.53,0,3.4,0.74129,4.14129,0.1,0.7,2.997179652
6,5A,Gas,ORD+gasfurnace+slab+1990_para00006Table.csv,0,12.62,2.81,0,3.7,0.82333,4.52333,0,12.49,2.78,0,3.7,0.81454,4.51454,0.1,0.85,-0.194325862
7,5A,Gas,ORD+gasfurnace+slab+1990_para00007Table.csv,0,7.79,1.56,0,2.3,0.45708,2.75708,0,7.85,1.57,0,2.3,0.46001,2.76001,0.3,0.1,0.106271853
8,5A,Gas,ORD+gasfurnace+slab+1990_para00008Table.csv,0,9.24,0,0,2.7,0,2.7,0,9.34,0,0,2.7,0,2.7,0.3,0.25,0
9,5A,Gas,ORD+gasfurnace+slab+1990_para00009Table.csv,0,8.71,1.84,0,2.6,0.53912,3.13912,0,9.87,2.05,0,2.9,0.60065,3.50065,0.3,0.4,11.51692194
10,5A,Gas,ORD+gasfurnace+slab+1990_para00010Table.csv,0,10.41,2.21,0,3.1,0.64753,3.74753,0,10.8,2.3,0,3.2,0.6739,3.8739,0.3,0.55,3.372087748
11,5A,Gas,ORD+gasfurnace+slab+1990_para00011Table.csv,0,11.4,2.49,0,3.3,0.72957,4.02957,0,11.66,2.55,0,3.4,0.74715,4.14715,0.3,0.7,2.917929208
12,5A,Gas,ORD+gasfurnace+slab+1990_para00012Table.csv,0,12.7,2.83,0,3.7,0.82919,4.52919,0,12.58,2.8,0,3.7,0.8204,4.5204,0.3,0.85,-0.194074437
13,5A,Gas,ORD+gasfurnace+slab+1990_para00013Table.csv,0,7.94,1.6,0,2.3,0.4688,2.7688,0,8.01,1.6,0,2.3,0.4688,2.7688,0.5,0.1,0
14,5A,Gas,ORD+gasfurnace+slab+1990_para00014Table.csv,0,9.43,1.95,0,2.8,0.57135,3.37135,0,10.33,2.08,0,3,0.60944,3.60944,0.5,0.25,7.06215611
15,5A,Gas,ORD+gasfurnace+slab+1990_para00015Table.csv,0,9.99,2.08,0,2.9,0.60944,3.50944,0,10.06,2.09,0,2.9,0.61237,3.51237,0.5,0.4,0.083489104
16,5A,Gas,ORD+gasfurnace+slab+1990_para00016Table.csv,0,10.57,2.25,0,3.1,0.65925,3.75925,0,10.93,2.33,0,3.2,0.68269,3.88269,0.5,0.55,3.283633704
17,5A,Gas,ORD+gasfurnace+slab+1990_para00017Table.csv,0,11.53,2.53,0,3.4,0.74129,4.14129,0,11.75,2.58,0,3.4,0.75594,4.15594,0.5,0.7,0.353754506
18,5A,Gas,ORD+gasfurnace+slab+1990_para00018Table.csv,0,12.76,2.85,0,3.7,0.83505,4.53505,0,12.65,2.82,0,3.7,0.82626,4.52626,0.5,0.85,-0.193823662
19,5A,Gas,ORD+gasfurnace+slab+1990_para00019Table.csv,0,8.96,1.8,0,2.6,0.5274,3.1274,0,9.03,1.81,0,2.6,0.53033,3.13033,0.7,0.1,0.093688048
20,5A,Gas,ORD+gasfurnace+slab+1990_para00020Table.csv,0,9.64,2,0,2.8,0.586,3.386,0,9.7,2.01,0,2.8,0.58893,3.38893,0.7,0.25,0.086532782
21,5A,Gas,ORD+gasfurnace+slab+1990_para00021Table.csv,0,10.22,2.16,0,3,0.63288,3.63288,0,10.42,2.19,0,3.1,0.64167,3.74167,0.7,0.4,2.994593821
22,5A,Gas,ORD+gasfurnace+slab+1990_para00022Table.csv,0,10.89,2.33,0,3.2,0.68269,3.88269,0,11.08,2.4,0,3.2,0.7032,3.9032,0.7,0.55,0.528242018
23,5A,Gas,ORD+gasfurnace+slab+1990_para00023Table.csv,0,11.83,2.6,0,3.5,0.7618,4.2618,0,11.99,2.64,0,3.5,0.77352,4.27352,0.7,0.7,0.275001173
24,5A,Gas,ORD+gasfurnace+slab+1990_para00024Table.csv,0,12.85,2.88,0,3.8,0.84384,4.64384,0,12.83,2.87,0,3.8,0.84091,4.64091,0.7,0.85,-0.063094336
25,5A,Gas,ORD+gasfurnace+slab+1990_para00025Table.csv,0,9.11,1.83,0,2.7,0.53619,3.23619,0,9.18,1.84,0,2.7,0.53912,3.23912,0.9,0.1,0.090538565
26,5A,Gas,ORD+gasfurnace+slab+1990_para00026Table.csv,0,10.65,2.17,0,3.1,0.63581,3.73581,0,10.68,2.18,0,3.1,0.63874,3.73874,0.9,0.25,0.078430113
27,5A,Gas,ORD+gasfurnace+slab+1990_para00027Table.csv,0,10.4,2.21,0,3,0.64753,3.64753,0,10.56,2.25,0,3.1,0.65925,3.75925,0.9,0.4,3.062894616
28,5A,Gas,ORD+gasfurnace+slab+1990_para00028Table.csv,0,11.26,2.44,0,3.3,0.71492,4.01492,0,11.33,2.46,0,3.3,0.72078,4.02078,0.9,0.55,0.145955586
29,5A,Gas,ORD+gasfurnace+slab+1990_para00029Table.csv,0,12.14,2.68,0,3.6,0.78524,4.38524,0,12.21,2.7,0,3.6,0.7911,4.3911,0.9,0.7,0.133630086
