Run,Climate,System,Parametric,Heating [kBtu]_92,Cooling [kBtu]_92,Fan [kBtu]_92,Heat [kWh]_92,Cool [kWh]_92,Fan [kWh]_92,Heating [kBtu]_95,Cooling [kBtu]_95,Fan [kBtu]_95,Heat [kWh]_95,Cool [kWh]_95,Fan [kWh]_95,U,SHGC,Heat%Diff,Cool%Diff,Fan%Diff
34,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00034Table.csv,116243.54,7986.09,5032.4,34059.36,2339.9,1474.4932,116311.01,7956.37,5014.26,34079.13,2331.2,1469.17818,1.1,0.55,0.058041935,-0.372147071,-0.360464192
35,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00035Table.csv,112535.14,9199.26,5617.82,32972.8,2695.4,1646.02126,112554.63,9174.54,5601.65,32978.51,2688.1,1641.28345,1.1,0.7,0.017319035,-0.268717266,-0.287834071
36,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00036Table.csv,109056.53,10524.07,6242.21,31953.56,3083.6,1828.96753,109338.96,10368.31,6161.77,32036.32,3037.9,1805.39861,1.1,0.85,0.258975781,-1.480035766,-1.288646169
1,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00001Table.csv,48684.53,3856.6,2039.09,14264.57,1130,597.45337,48060.29,4073.65,2099.9,14081.66,1193.6,615.2707,0.1,0.1,-1.282214289,5.628014313,2.982212654
2,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00002Table.csv,44226.86,5184.33,2542.39,12958.47,1519,744.92027,43720.1,5428.44,2619.84,12809.99,1590.5,767.61312,0.1,0.25,-1.145819531,4.708612299,3.046346155
3,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00003Table.csv,41371.63,6191.57,2966.81,12121.89,1814.1,869.27533,40205.89,6861.76,3170.87,11780.33,2010.5,929.06491,0.1,0.4,-2.817727994,10.8242336,6.878094654
4,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00004Table.csv,38402.25,7583.04,3503.42,11251.86,2221.8,1026.50206,37257.47,8426.4,3758.46,10916.44,2468.9,1101.22878,0.1,0.55,-2.981023247,11.12166097,7.279743793
5,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00005Table.csv,35382.4,9532.68,4205.18,10367.04,2793.1,1232.11774,34874.2,10022.36,4364.37,10218.14,2936.6,1278.76041,0.1,0.7,-1.436307317,5.136855533,3.785569227
6,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00006Table.csv,32822.54,11844.19,5052.19,9617,3470.3,1480.29167,32959.85,11663.17,4992.57,9657.24,3417.3,1462.82301,0.1,0.85,0.418340567,-1.528344277,-1.180082301
7,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00007Table.csv,60784.98,3633.4,2151.86,17810,1064.6,630.49498,60054.76,3843.01,2206.79,17596.04,1126,646.58947,0.3,0.1,-1.201316509,5.768976716,2.55267536
8,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00008Table.csv,55854.67,4904.41,2669.09,16365.42,1437,782.04337,55270.36,5141.58,2751.3,16194.22,1506.5,806.1309,0.3,0.25,-1.046125597,4.835851815,3.080075981
9,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00009Table.csv,52788.78,5830.9,3104.99,15467.11,1708.5,909.76207,51423.58,6482.42,3303.36,15067.11,1899.3,967.88448,0.3,0.4,-2.586155619,11.17357526,6.388748434
10,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00010Table.csv,49378.08,7169.81,3648.51,14467.78,2100.8,1069.01343,48153.18,7908.35,3882.23,14108.88,2317.1,1137.49339,0.3,0.55,-2.480655384,10.30069137,6.405902684
11,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00011Table.csv,45920.05,9008.87,4347.84,13454.57,2639.6,1273.91712,45398.39,9408.79,4483.69,13301.73,2756.8,1313.72117,0.3,0.7,-1.136017927,4.439180497,3.124540001
12,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00012Table.csv,42865.19,11185.84,5176.95,12559.5,3277.5,1516.84635,43089.97,10958.79,5096.09,12625.36,3210.9,1493.15437,0.3,0.85,0.524388204,-2.029798388,-1.561923526
13,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00013Table.csv,71225.46,3531.8,2387.65,20869.06,1034.8,699.58145,70507.32,3723.95,2418.2,20658.64,1091.1,708.5326,0.5,0.1,-1.008263056,5.440568549,1.279500764
14,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00014Table.csv,66141.64,4730.33,2787.32,19379.5,1386,816.68476,65574.57,4938.27,2860.39,19213.35,1446.9,838.09427,0.5,0.25,-0.85735703,4.395887813,2.621514573
15,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00015Table.csv,62894.52,5616.59,3228.17,18428.09,1645.7,945.85381,61519.41,6202.97,3416.39,18025.19,1817.5,1001.00227,0.5,0.4,-2.186374902,10.44014251,5.830547958
16,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00016Table.csv,59152.24,6938.59,3788.6,17331.61,2033,1110.0598,57959.86,7559.37,3994.54,16982.24,2214.9,1170.40022,0.5,0.55,-2.015781651,8.946774489,5.435781027
17,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00017Table.csv,55384.13,8694.35,4488.51,16227.55,2547.4,1315.13343,54943.05,8978.44,4594.26,16098.31,2630.7,1346.11818,0.5,0.7,-0.796401424,3.267524312,2.356015693
18,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00018Table.csv,52036.88,10723.94,5299.64,15246.81,3142.1,1552.79452,52364.67,10444.34,5197.68,15342.85,3060.2,1522.92024,0.5,0.85,0.629918627,-2.607250693,-1.923904265
19,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00019Table.csv,80281.09,3493.08,2606.7,23522.36,1023.5,763.7631,79555.57,3683.37,2636.61,23309.78,1079.2,772.52673,0.7,0.1,-0.90372465,5.447627881,1.147427782
20,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00020Table.csv,74738.79,4756.68,2946.62,21898.47,1393.7,863.35966,74271.85,4919.12,3011.77,21761.65,1441.3,882.44861,0.7,0.25,-0.62476259,3.414986924,2.211007867
21,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00021Table.csv,70901.9,5799.98,3454.95,20774.26,1699.4,1012.30035,69908.48,6221.33,3601.28,20483.18,1822.8,1055.17504,0.7,0.4,-1.401119011,7.264680223,4.235372437
22,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00022Table.csv,67005.16,7147.82,4050.56,19632.51,2094.3,1186.81408,66272.21,7521.36,4184.62,19417.76,2203.8,1226.09366,0.7,0.55,-1.093870979,5.225929025,3.309665824
23,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00023Table.csv,63500,8678.58,4702.88,18605.5,2542.8,1377.94384,63129.86,8894.26,4785.94,18497.05,2606,1402.28042,0.7,0.7,-0.582897638,2.485199192,1.766151805
24,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00024Table.csv,60231.29,10472.55,5458.48,17647.77,3068.5,1599.33464,60485.44,10287.34,5376.73,17722.23,3014.2,1575.38189,0.7,0.85,0.42195676,-1.7685282,-1.497669681
25,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00025Table.csv,88359.59,3475.66,2804.84,25889.36,1018.4,821.81812,87649.21,3656.24,2834.87,25681.22,1071.3,830.61691,0.9,0.1,-0.803964799,5.19555998,1.070649306
26,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00026Table.csv,82314.53,4838.81,3109.43,24118.16,1417.8,911.06299,82037.1,4931.99,3146.05,24036.87,1445.1,921.79265,0.9,0.25,-0.337036487,1.925680074,1.177707811
27,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00027Table.csv,77994.57,5998.7,3681.87,22852.41,1757.6,1078.78791,77383.05,6265.76,3777.82,22673.23,1835.9,1106.90126,0.9,0.4,-0.784054582,4.451964592,2.606012706
28,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00028Table.csv,73849.39,7447.45,4335.75,21637.87,2182.1,1270.37475,73669.49,7539.46,4370.73,21585.16,2209.1,1280.62389,0.9,0.55,-0.243603908,1.235456431,0.806780834
29,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00029Table.csv,70656.71,8764.6,4920.25,20702.42,2568,1441.63325,70453.22,8863,4966.37,20642.79,2596.9,1455.14641,0.9,0.7,-0.287998125,1.122698127,0.937350744
30,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00030Table.csv,67678.06,10272.09,5593.79,19829.67,3009.7,1638.98047,67812.67,10176.52,5542.81,19869.11,2981.7,1624.04333,0.9,0.85,0.198897545,-0.93038515,-0.911367785
31,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00031Table.csv,93018.94,3486.07,2926.21,27254.55,1021.4,857.37953,92346.58,3656.11,2952.36,27057.55,1071.2,865.04148,1.1,0.1,-0.722820535,4.877698956,0.893647414
32,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00032Table.csv,86812.29,4867.17,3204.11,25436,1426.1,938.80423,86619.73,4936.23,3228.67,25379.58,1446.3,946.00031,1.1,0.25,-0.221811912,1.418894347,0.766515507
33,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00033Table.csv,82275.3,6089.36,3808.52,24106.66,1784.2,1115.89636,81885.36,6254.55,3872.48,23992.41,1832.6,1134.63664,1.1,0.4,-0.4739454,2.71276456,1.67939252
34,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00034Table.csv,78089.85,7525.51,4476.81,22880.33,2205,1311.70533,78148.97,7491.14,4458.28,22897.65,2194.9,1306.27604,1.1,0.55,0.075707662,-0.456713233,-0.413910798
35,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00035Table.csv,74907.41,8785.22,5052.63,21947.87,2574.1,1480.42059,74923.7,8766.61,5039.08,21952.64,2568.6,1476.45044,1.1,0.7,0.021746847,-0.211833056,-0.268177167
36,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00036Table.csv,72046.94,10177.67,5678.79,21109.75,2982.1,1663.88547,72279.68,10026.68,5599.58,21177.95,2937.8,1640.67694,1.1,0.85,0.323039396,-1.483541911,-1.394839394
1,6A,Elec,BVT+elecres+slab+1990_para00001Table.csv,120732.95,2671.41,4177.34,35374.75,782.7,1223.96062,120120.56,2825.37,4196.89,35195.32,827.8,1229.68877,0.1,0.1,-0.5072269,5.763248622,0.468001168
2,6A,Elec,BVT+elecres+slab+1990_para00002Table.csv,116438.61,3566.76,4295.63,34116.51,1045.1,1258.61959,115888.44,3741.81,4324.5,33955.31,1096.4,1267.0785,0.1,0.25,-0.472497911,4.907815496,0.672078368
3,6A,Elec,BVT+elecres+slab+1990_para00003Table.csv,113574.14,4217.67,4399.11,33277.22,1235.8,1288.93923,112172.36,4696.82,4486.06,32866.5,1376.2,1314.41558,0.1,0.4,-1.234242232,11.36053793,1.976536163
4,6A,Elec,BVT+elecres+slab+1990_para00004Table.csv,110207.88,5131.04,4594.95,32290.91,1503.4,1346.32035,108505.02,5757.22,4896.8,31791.97,1686.9,1434.7624,0.1,0.55,-1.545134522,12.20376376,6.569168326
5,6A,Elec,BVT+elecres+slab+1990_para00005Table.csv,105915.56,6519.72,5349.44,31033.26,1910.3,1567.38592,105075.62,6902.59,5549.52,30787.16,2022.5,1626.00936,0.1,0.7,-0.793027955,5.872491457,3.740204582
6,6A,Elec,BVT+elecres+slab+1990_para00006Table.csv,101766.63,8231.53,6291.33,29817.62,2411.8,1843.35969,102029.1,8103.24,6209.06,29894.53,2374.2,1819.25458,0.1,0.85,0.257913621,-1.558519498,-1.307672622
7,6A,Elec,BVT+elecres+slab+1990_para00007Table.csv,131662.16,2556.12,4487.94,38577.01,748.9,1314.96642,130975.58,2708.94,4505.39,38375.84,793.7,1320.07927,0.3,0.1,-0.521471013,5.978592554,0.388819815
8,6A,Elec,BVT+elecres+slab+1990_para00008Table.csv,127175.62,3424.65,4593.86,37262.46,1003.4,1346.00098,126583.86,3604.9,4619.01,37089.07,1056.2,1353.36993,0.3,0.25,-0.46530931,5.263311579,0.547469884
9,6A,Elec,BVT+elecres+slab+1990_para00009Table.csv,124303.39,4043.03,4686.46,36420.89,1184.6,1373.13278,122821.37,4518.67,4767.76,35986.66,1324,1396.95368,0.3,0.4,-1.192260324,11.76444399,1.734784891
10,6A,Elec,BVT+elecres+slab+1990_para00010Table.csv,120828.35,4939.84,4844.06,35402.71,1447.4,1419.30958,119334.92,5467.75,4965.98,34965.13,1602.1,1455.03214,0.3,0.55,-1.235993043,10.68678338,2.516896983
11,6A,Elec,BVT+elecres+slab+1990_para00011Table.csv,116538.59,6239.35,5431.52,34145.81,1828.1,1591.43536,115766.84,6557.04,5610.01,33919.68,1921.2,1643.73293,0.3,0.7,-0.662226993,5.091716285,3.286188765
12,6A,Elec,BVT+elecres+slab+1990_para00012Table.csv,112215.91,7848.82,6361.23,32879.26,2299.7,1863.84039,112573.48,7689.23,6255.63,32984.03,2252.9,1832.89959,0.3,0.85,0.318644656,-2.033299273,-1.66005631
13,6A,Elec,BVT+elecres+slab+1990_para00013Table.csv,141013.24,2485.58,4763.25,41316.88,728.3,1395.63225,140326.94,2626.93,4777.82,41115.79,769.7,1399.90126,0.5,0.1,-0.486691888,5.686801471,0.305883588
14,6A,Elec,BVT+elecres+slab+1990_para00014Table.csv,136402.62,3332.62,4856.79,39965.97,976.5,1423.03947,135851.7,3488.24,4878.86,39804.55,1022.1,1429.50598,0.5,0.25,-0.403892535,4.669599294,0.454415365
15,6A,Elec,BVT+elecres+slab+1990_para00015Table.csv,133492.95,3928.56,4943.01,39113.43,1151.1,1448.30193,132071.06,4363.04,5014.77,38696.82,1278.4,1469.32761,0.5,0.4,-1.065142391,11.05952308,1.451747012
16,6A,Elec,BVT+elecres+slab+1990_para00016Table.csv,129887.07,4834.93,5095.32,38056.91,1416.6,1492.92876,128563.67,5278.14,5177.26,37669.16,1546.5,1516.93718,0.5,0.55,-1.018885098,9.166833853,1.608142374
17,6A,Elec,BVT+elecres+slab+1990_para00017Table.csv,125655.76,6065.37,5529.98,36817.14,1777.2,1620.28414,125042.35,6297.44,5672,36637.41,1845.1,1661.896,0.5,0.7,-0.488167037,3.826147457,2.568182887
18,6A,Elec,BVT+elecres+slab+1990_para00018Table.csv,121278.52,7570.43,6437.75,35534.61,2218.1,1886.26075,121751.49,7379.08,6306.84,35673.19,2162.1,1847.90412,0.5,0.85,0.389986619,-2.527597508,-2.033474428
19,6A,Elec,BVT+elecres+slab+1990_para00019Table.csv,149008.19,2457.02,5007.6,43659.4,719.9,1467.2268,148318.15,2597.33,5019.03,43457.22,761,1470.57579,0.7,0.1,-0.46308864,5.710576226,0.228253055
20,6A,Elec,BVT+elecres+slab+1990_para00020Table.csv,143931.75,3368.26,5104.94,42172,986.9,1495.74742,143488.9,3488.16,5121.07,42042.25,1022,1500.47351,0.7,0.25,-0.30768055,3.559701448,0.315968454
21,6A,Elec,BVT+elecres+slab+1990_para00021Table.csv,140513.99,4084.48,5207.07,41170.6,1196.8,1525.67151,139519.64,4387.86,5258.6,40879.25,1285.6,1540.7698,0.7,0.4,-0.707651957,7.427628486,0.989616041
22,6A,Elec,BVT+elecres+slab+1990_para00022Table.csv,136839.53,5015.25,5367.09,40093.98,1469.5,1572.55737,136063.01,5282.74,5416.38,39866.46,1547.8,1586.99934,0.7,0.55,-0.567467602,5.333532725,0.918374762
23,6A,Elec,BVT+elecres+slab+1990_para00023Table.csv,133130.76,6093.02,5728.84,39007.31,1785.3,1678.55012,132641.49,6270.64,5846.12,38863.96,1837.3,1712.91316,0.7,0.7,-0.367510859,2.915138962,2.047185818
24,6A,Elec,BVT+elecres+slab+1990_para00024Table.csv,129086.8,7431.58,6553.95,37822.43,2177.5,1920.30735,129435.4,7303.59,6461.07,37924.57,2140,1893.09351,0.7,0.85,0.27005085,-1.722244799,-1.417160644
25,6A,Elec,BVT+elecres+slab+1990_para00025Table.csv,156074.75,2437.15,5223.55,45729.9,714.1,1530.50015,155401.54,2569.36,5235.19,45532.65,752.8,1533.91067,0.9,0.1,-0.431338189,5.424778943,0.22283696
26,6A,Elec,BVT+elecres+slab+1990_para00026Table.csv,150481.12,3429.86,5326.29,44090.97,1004.9,1560.60297,150222.03,3497.19,5337.27,44015.05,1024.7,1563.82011,0.9,0.25,-0.172174423,1.963053886,0.206147243
27,6A,Elec,BVT+elecres+slab+1990_para00027Table.csv,146659.06,4246.77,5443.74,42971.1,1244.3,1595.01582,146065.13,4424.63,5477.42,42797.08,1296.4,1604.88406,0.9,0.4,-0.404973276,4.188124151,0.618692296
28,6A,Elec,BVT+elecres+slab+1990_para00028Table.csv,142795.96,5252.14,5621.23,41839.22,1538.9,1647.02039,142621.03,5314.38,5633.97,41787.96,1557.1,1650.75321,0.9,0.55,-0.122503466,1.185040764,0.226640789
29,6A,Elec,BVT+elecres+slab+1990_para00029Table.csv,139566.54,6181.8,5959.42,40893,1811.3,1746.11006,139319.7,6267.21,6009.93,40820.67,1836.3,1760.90949,0.9,0.7,-0.176861875,1.381636417,0.847565703
30,6A,Elec,BVT+elecres+slab+1990_para00030Table.csv,136063.26,7315.02,6660.25,39866.54,2143.3,1951.45325,136252.64,7251.17,6599.24,39922.02,2124.6,1933.57732,0.9,0.85,0.139185258,-0.872861592,-0.91603168
31,6A,Elec,BVT+elecres+slab+1990_para00031Table.csv,160122.5,2436.78,5351.29,46915.89,714,1567.92797,159485.06,2561.63,5362.18,46729.12,750.6,1571.11874,1.1,0.1,-0.398095208,5.123564704,0.203502333
32,6A,Elec,BVT+elecres+slab+1990_para00032Table.csv,154360.27,3451.96,5455.71,45227.56,1011.4,1598.52303,154183.04,3497.07,5462.82,45175.63,1024.6,1600.60626,1.1,0.25,-0.114815814,1.306793821,0.130322176
33,6A,Elec,BVT+elecres+slab+1990_para00033Table.csv,150369.43,4310.84,5580.57,44058.24,1263.1,1635.10701,150000.86,4416.22,5599.88,43950.25,1294,1640.76484,1.1,0.4,-0.245109661,2.444535172,0.346022001
34,6A,Elec,BVT+elecres+slab+1990_para00034Table.csv,146529.2,5310.75,5754.78,42933.06,1556,1686.15054,146586.19,5292.87,5750.44,42949.75,1550.8,1684.87892,1.1,0.55,0.038893272,-0.336675611,-0.075415568
35,6A,Elec,BVT+elecres+slab+1990_para00035Table.csv,143371.61,6212.65,6084.36,42007.88,1820.3,1782.71748,143403.16,6207.52,6067.77,42017.13,1818.8,1777.85661,1.1,0.7,0.022005751,-0.082573459,-0.272666312
36,6A,Elec,BVT+elecres+slab+1990_para00036Table.csv,140081.61,7257.34,6731.22,41043.91,2126.4,1972.24746,140395.87,7152.27,6637.11,41135.99,2095.6,1944.67323,1.1,0.85,0.224340654,-1.447775631,-1.398112081
1,6A,Elec,BVT+elecres+slab+IECC_2006_para00001Table.csv,84213.42,1967.73,2853.39,24674.53,576.5,836.04327,83562.49,2115.39,2871.04,24483.81,619.8,841.21472,0.1,0.1,-0.772952814,7.504078303,0.618562482
2,6A,Elec,BVT+elecres+slab+IECC_2006_para00002Table.csv,79773.48,2881.03,2967.81,23373.63,844.1,869.56833,79219.21,3060.28,2998.88,23211.23,896.7,878.67184,0.1,0.25,-0.69480484,6.2217332,1.046899903
3,6A,Elec,BVT+elecres+slab+IECC_2006_para00003Table.csv,76867.77,3571.4,3082.84,22522.26,1046.4,903.27212,75495.14,4074.57,3174.16,22120.08,1193.8,930.02888,0.1,0.4,-1.785702903,14.08887271,2.962203682
4,6A,Elec,BVT+elecres+slab+IECC_2006_para00004Table.csv,73353.54,4595.88,3491.93,21492.59,1346.6,1023.13549,71780.55,5258.29,3769.59,21031.7,1540.7,1104.48987,0.1,0.55,-2.144395485,14.41312654,7.951476691
5,6A,Elec,BVT+elecres+slab+IECC_2006_para00005Table.csv,69338.43,6102.38,4226.39,20316.16,1788,1238.33227,68601.84,6499.98,4406.09,20100.34,1904.5,1290.98437,0.1,0.7,-1.062311333,6.515490677,4.251855603
6,6A,Elec,BVT+elecres+slab+IECC_2006_para00006Table.csv,65648.17,7972.29,5131.8,19234.91,2335.9,1503.6174,65871.33,7833.61,5058.61,19300.3,2295.2,1482.17273,0.1,0.85,0.339933314,-1.739525281,-1.42620523
7,6A,Elec,BVT+elecres+slab+IECC_2006_para00007Table.csv,95441.78,1836.92,3166.59,27964.44,538.2,927.81087,94702.42,1979.45,3180.26,27747.81,580,931.81618,0.3,0.1,-0.774671218,7.759183851,0.431694662
8,6A,Elec,BVT+elecres+slab+IECC_2006_para00008Table.csv,90738.21,2704.92,3261.16,26586.3,792.5,955.51988,90131.28,2885.73,3287.22,26408.47,845.5,963.15546,0.3,0.25,-0.668880288,6.684486048,0.79910216
9,6A,Elec,BVT+elecres+slab+IECC_2006_para00009Table.csv,87787.55,3349.74,3360.1,25721.75,981.5,984.5093,86306.24,3844.21,3443.26,25287.73,1126.4,1008.87518,0.3,0.4,-1.6873805,14.76144417,2.474926341
10,6A,Elec,BVT+elecres+slab+IECC_2006_para00010Table.csv,84232.01,4313.05,3587.39,24679.98,1263.7,1051.10527,82669.15,4891.42,3844.88,24222.06,1433.2,1126.54984,0.3,0.55,-1.855422897,13.40976803,7.177641684
11,6A,Elec,BVT+elecres+slab+IECC_2006_para00011Table.csv,79962.81,5732.2,4316.42,23429.1,1679.5,1264.71106,79266.71,6057.8,4470.35,23225.15,1774.9,1309.81255,0.3,0.7,-0.870529687,5.680192596,3.566149726
12,6A,Elec,BVT+elecres+slab+IECC_2006_para00012Table.csv,75989.76,7472.11,5210.67,22265,2189.3,1526.72631,76306.03,7297.07,5111.73,22357.67,2138,1497.73689,0.3,0.85,0.416200814,-2.342577933,-1.898796124
13,6A,Elec,BVT+elecres+slab+IECC_2006_para00013Table.csv,105081.65,1761.31,3447.19,30788.92,516.1,1010.02667,104337.34,1894.46,3457.08,30570.84,555.1,1012.92444,0.5,0.1,-0.708315867,7.559714076,0.286900345
14,6A,Elec,BVT+elecres+slab+IECC_2006_para00014Table.csv,100205.9,2593.95,3524.78,29360.33,760,1032.76054,99636.16,2750.83,3545.71,29193.39,806,1038.89303,0.5,0.25,-0.568569316,6.047919197,0.593795925
15,6A,Elec,BVT+elecres+slab+IECC_2006_para00015Table.csv,97193.2,3213.11,3612.89,28477.61,941.4,1058.57677,95756.68,3656.48,3685.62,28056.71,1071.3,1079.88666,0.5,0.4,-1.478004634,13.79878062,2.013069869
16,6A,Elec,BVT+elecres+slab+IECC_2006_para00016Table.csv,93521.35,4161.28,3776.24,27401.76,1219.3,1106.43832,92162.61,4631.84,3922.33,27003.64,1357.1,1149.24269,0.5,0.55,-1.45286611,11.30805906,3.868663009
17,6A,Elec,BVT+elecres+slab+IECC_2006_para00017Table.csv,89176.04,5502.06,4422.69,26128.58,1612.1,1295.84817,88610.41,5738.52,4542.56,25962.85,1681.4,1330.97008,0.5,0.7,-0.634284725,4.297663057,2.710341444
18,6A,Elec,BVT+elecres+slab+IECC_2006_para00018Table.csv,85058.69,7118.13,5298.24,24922.2,2085.6,1552.38432,85491.64,6914.43,5174.27,25049.05,2025.9,1516.06111,0.5,0.85,0.509001491,-2.861706656,-2.339833605
19,6A,Elec,BVT+elecres+slab+IECC_2006_para00019Table.csv,113333.45,1734.51,3697.02,33206.7,508.2,1083.22686,112584.53,1860.41,3706.11,32987.27,545.1,1085.89023,0.7,0.1,-0.660811084,7.25853411,0.245873704
20,6A,Elec,BVT+elecres+slab+IECC_2006_para00020Table.csv,107956.89,2620.44,3773.78,31631.37,767.8,1105.71754,107498.54,2741.61,3789.17,31497.07,803.3,1110.22681,0.7,0.25,-0.424567621,4.624032605,0.407813916
21,6A,Elec,BVT+elecres+slab+IECC_2006_para00021Table.csv,104424.18,3354.29,3877.55,30596.28,982.8,1136.12215,103420.91,3672.57,3927.95,30302.33,1076.1,1150.88935,0.7,0.4,-0.960764068,9.488744265,1.299789816
22,6A,Elec,BVT+elecres+slab+IECC_2006_para00022Table.csv,100682.32,4329.16,4046.69,29499.92,1268.4,1185.68017,99910.36,4608.46,4100.98,29273.74,1350.3,1201.58714,0.7,0.55,-0.766728458,6.451598001,1.341590287
23,6A,Elec,BVT+elecres+slab+IECC_2006_para00023Table.csv,96804.61,5504.26,4614.05,28363.75,1612.7,1351.91665,96341.45,5685.19,4722.72,28228.04,1665.8,1383.75696,0.7,0.7,-0.478448289,3.287090363,2.355197711
24,6A,Elec,BVT+elecres+slab+IECC_2006_para00024Table.csv,92932.87,6934.39,5429.45,27229.33,2031.8,1590.82885,93253.73,6796.96,5335.33,27323.34,1991.5,1563.25169,0.7,0.85,0.345259971,-1.981861418,-1.733508919
25,6A,Elec,BVT+elecres+slab+IECC_2006_para00025Table.csv,120631.86,1717.81,3920.1,35345.13,503.3,1148.5893,119901.02,1836.46,3928.01,35131,538.1,1150.90693,0.9,0.1,-0.605843266,6.907050256,0.201780567
26,6A,Elec,BVT+elecres+slab+IECC_2006_para00026Table.csv,114708.54,2672.79,3999.22,33609.6,783.1,1171.77146,114439.89,2746.6,4006.35,33530.89,804.8,1173.86055,0.9,0.25,-0.234202266,2.761533828,0.178284766
27,6A,Elec,BVT+elecres+slab+IECC_2006_para00027Table.csv,110765.59,3507.43,4118.7,32454.32,1027.7,1206.7791,110167.59,3695.31,4148.32,32279.1,1082.7,1215.45776,0.9,0.4,-0.539878856,5.356628643,0.719158958
28,6A,Elec,BVT+elecres+slab+IECC_2006_para00028Table.csv,106839.76,4561.44,4302.19,31304.05,1336.5,1260.54167,106666.62,4619.14,4313.87,31253.32,1353.4,1263.96391,0.9,0.55,-0.162055774,1.264951419,0.271489637
29,6A,Elec,BVT+elecres+slab+IECC_2006_para00029Table.csv,103390.36,5571.14,4845.71,30293.38,1632.3,1419.79303,103153.66,5661.72,4898.7,30224.02,1658.9,1435.3191,0.9,0.7,-0.228938172,1.625879084,1.093544599
30,6A,Elec,BVT+elecres+slab+IECC_2006_para00030Table.csv,99991.07,6779.91,5539.34,29297.38,1986.5,1623.02662,100164.88,6716.52,5487.32,29348.31,1967.9,1607.78476,0.9,0.85,0.173825523,-0.934968163,-0.939101048
31,6A,Elec,BVT+elecres+slab+IECC_2006_para00031Table.csv,124809.32,1720.85,4051.87,36569.13,504.2,1187.19791,124117.97,1832.8,4057.02,36366.57,537,1188.70686,1.1,0.1,-0.553924979,6.505506,0.127101807
32,6A,Elec,BVT+elecres+slab+IECC_2006_para00032Table.csv,118706.3,2695.03,4129.94,34780.95,789.6,1210.07242,118522.54,2745.27,4134.87,34727.1,804.4,1211.51691,1.1,0.25,-0.15480223,1.864172198,0.119372194
33,6A,Elec,BVT+elecres+slab+IECC_2006_para00033Table.csv,114588.07,3574.12,4252.38,33574.3,1047.2,1245.94734,114217.04,3686.41,4273.71,33465.59,1080.1,1252.19703,1.1,0.4,-0.323794615,3.141752375,0.501601456
34,6A,Elec,BVT+elecres+slab+IECC_2006_para00034Table.csv,110682.16,4612.46,4439.3,32429.87,1351.5,1300.7149,110738.5,4588.7,4433.32,32446.38,1344.5,1298.96276,1.1,0.55,0.050902512,-0.515126418,-0.134705922
35,6A,Elec,BVT+elecres+slab+IECC_2006_para00035Table.csv,107289.82,5593.59,4975.07,31435.92,1638.9,1457.69551,107316.91,5588.82,4961.65,31443.85,1637.5,1453.76345,1.1,0.7,0.025249367,-0.085276182,-0.269744948
